TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2024,3,27,11,30,CHERRY ST / STAMFORD ST,Renfrew-Collingwood,497746.4849,5453465.396
Mischief,2024,12,3,9,0,CLANCY LORANGER WAY / MIDLOTHIAN AVE,Riley Park,492058.8559,5454476.271
Mischief,2024,3,1,17,5,CLARENDON ST / E 38TH AVE,Renfrew-Collingwood,495960.2393,5453682.064
Mischief,2024,7,18,9,21,CLARENDON ST / E 41ST AVE,Renfrew-Collingwood,495960.949,5453338.481
Mischief,2024,10,20,22,49,CLARK DR / E GEORGIA ST,Grandview-Woodland,494382.9313,5458425.105
Mischief,2024,2,1,9,15,CLARK DR / E HASTINGS ST,Strathcona,494392.5324,5458735.129
Mischief,2024,3,4,21,0,CLARK DR / E HASTINGS ST,Strathcona,494392.5324,5458735.129
Mischief,2024,5,20,21,0,CLARK DR / E HASTINGS ST,Strathcona,494392.5324,5458735.129
Mischief,2024,9,14,5,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3681,5458848.644
Mischief,2024,4,13,11,1,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Mischief,2024,12,16,18,30,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3684,5458848.644
Mischief,2024,7,28,17,58,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.434,5458743.623
Mischief,2024,11,7,19,30,COLUMBIA ST / E PENDER ST,Central Business District,492561.8384,5458637.202
Mischief,2024,4,18,16,30,COLUMBIA ST / POWELL ST,Central Business District,492568.4772,5458948.149
Mischief,2024,2,12,7,40,COLUMBIA ST / W 1ST AVE,Mount Pleasant,492041.292,5457516.258
Mischief,2024,5,9,8,53,COLUMBIA ST / W BROADWAY AVE,Mount Pleasant,492034.3174,5456712.02
Mischief,2024,10,29,14,51,COMMERCIAL DR / E 12TH AV,Kensington-Cedar Cottage,494917.8311,5456315.972
Mischief,2024,11,14,5,58,COMMERCIAL DR / E 12TH AV,Kensington-Cedar Cottage,494917.8311,5456315.972
Mischief,2024,6,17,0,15,COMMERCIAL DR / E 14TH AVE,Kensington-Cedar Cottage,494916.1152,5456112.151
Mischief,2024,8,15,0,0,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3198,5457427.472
Mischief,2024,5,15,20,40,COMMERCIAL DR / E 3RD AVE,Grandview-Woodland,494930.8883,5457228.01
Mischief,2024,5,2,17,8,COMMERCIAL DR / E 7TH AVE,Grandview-Woodland,494924.7623,5456825.2
Mischief,2024,8,13,5,0,COMMERCIAL DR / E 8TH AVE,Grandview-Woodland,494922.7214,5456687.095
Mischief,2024,5,30,13,13,COMMERCIAL DR / E 8TH AVE,Grandview-Woodland,494922.7218,5456687.096
Mischief,2024,11,5,17,38,COMMERCIAL DR / E BROADWAY AVE,Kensington-Cedar Cottage,494921.9034,5456620.428
Mischief,2024,10,25,17,25,COMMERCIAL DR / E HASTINGS ST,Grandview-Woodland,494879.865,5458723.97
Mischief,2024,12,31,15,27,COMMERCIAL DR / GRAVELEY ST,Grandview-Woodland,494933.312,5457528.935
Mischief,2024,9,4,15,9,COMMERCIAL DR / KITCHENER ST,Grandview-Woodland,494936.513,5457711.152
Mischief,2024,1,21,20,0,COMMERCIAL DR / NAPIER ST,Grandview-Woodland,494941.324,5458014.177
Mischief,2024,4,13,11,37,COMMERCIAL DR / PANDORA ST,Grandview-Woodland,494883.7862,5458927.997
Mischief,2024,9,29,22,32,COMMERCIAL DR / POWELL ST,Grandview-Woodland,494883.8523,5459014.711
Mischief,2024,4,23,20,45,COMMERCIAL ST / STAINSBURY AVE,Kensington-Cedar Cottage,495047.9244,5455517.814
Mischief,2024,4,28,21,0,COMMODORE RD / MOBERLY RD,Fairview,491421.1797,5457140.468
Mischief,2024,10,3,14,9,COMMODORE RD / SPYGLASS PL,Fairview,491610.757,5457246.001
Mischief,2024,8,17,0,0,COMOX ST / JERVIS ST,West End,490335.3934,5459055.839
Mischief,2024,1,10,15,58,COOK ST / W 1ST AVE,Mount Pleasant,491940.4984,5457449.129
Mischief,2024,10,11,14,55,CORNWALL AVE / CYPRESS ST,Kitsilano,489248.1274,5457756.851
Mischief,2024,6,21,23,38,CORNWALL AVE / MAPLE ST,Kitsilano,489072.3895,5457761.389
Mischief,2024,3,6,12,0,COTTON DR / GRAVELEY ST,Grandview-Woodland,494794.2307,5457530.422
Mischief,2024,4,6,12,0,COTTON DR / GRAVELEY ST,Grandview-Woodland,494794.2307,5457530.422
Mischief,2024,5,5,9,30,CYPRESS ST / W 5TH AVE,Kitsilano,489228.2677,5457170.852
Mischief,2024,12,27,4,33,DAVIE ST / DENMAN ST,West End,489686.5487,5459400.709
Mischief,2024,3,4,9,25,DAVIE ST / GRANVILLE ST,Central Business District,490821.3138,5458274.146
Mischief,2024,6,30,14,38,DAVIE ST / GRANVILLE ST,Central Business District,490821.3138,5458274.146
Mischief,2024,12,1,5,19,DAVIE ST / GRANVILLE ST,Central Business District,490821.3138,5458274.146
Mischief,2024,2,15,6,0,DAVIE ST / HORNBY ST,Central Business District,490680.2603,5458413.503
Mischief,2024,5,24,15,11,DAVIE ST / HORNBY ST,Central Business District,490680.2603,5458413.503
Mischief,2024,11,20,3,8,DAVIE ST / HORNBY ST,Central Business District,490680.2603,5458413.503
Mischief,2024,5,24,10,8,DAVIE ST / HOWE ST,Central Business District,490748.5908,5458346.319
Mischief,2024,11,5,17,38,DAVIE ST / HOWE ST,Central Business District,490748.5908,5458346.319
Mischief,2024,3,17,16,30,DAVIE ST / MAINLAND ST,Central Business District,491115.8213,5457981.272
Mischief,2024,6,17,18,45,DAVIE ST / RICHARDS ST,Central Business District,490961.8127,5458133.405
Mischief,2024,5,19,23,0,DAVIE ST / THURLOW ST,West End,490456.6507,5458633.772
Mischief,2024,12,3,19,29,DENMAN ST / HARO ST,West End,490072.3246,5459789.931
Mischief,2024,3,30,15,0,DENMAN ST / W GEORGIA ST,West End,490276.8955,5459994.765
Mischief,2024,3,16,23,30,DISCOVERY ST / JERICHO CIRC,West Point Grey,485250.9259,5457434.819
Mischief,2024,10,29,13,19,DRAKE ST / GRANVILLE ST,Central Business District,490706.9057,5458156.82
Mischief,2024,9,21,10,29,DRAKE ST / MARINASIDE CRES,Central Business District,491169.083,5457699.122
Mischief,2024,4,25,3,0,DRAKE ST / PACIFIC BLVD,Central Business District,490999.2209,5457866.445
Mischief,2024,12,9,13,9,DUCHESS ST / WARD ST,Renfrew-Collingwood,496272.1451,5454204.556
Mischief,2024,7,12,22,30,DUNBAR ST / W 10TH AVE,Kitsilano,486626.3415,5456759.26
Mischief,2024,12,22,11,55,DUNBAR ST / W 27TH AVE,Dunbar-Southlands,486519.103,5455050.149
Mischief,2024,3,10,0,40,DUNDAS ST / GARDEN DR,Grandview-Woodland,495798.9182,5459117.091
Mischief,2024,4,27,19,55,DUNLEVY AVE / E PENDER ST,Strathcona,493058.4252,5458620.355
Mischief,2024,5,11,14,15,DUNLEVY AVE / POWELL ST,Strathcona,493066.9358,5458933.035
Mischief,2024,12,17,11,37,DUNLEVY AVE / POWELL ST,Strathcona,493066.9362,5458933.035
Mischief,2024,3,18,18,46,DUNLEVY AVE / RAILWAY ST,Strathcona,493072.9728,5459128.048
Mischief,2024,9,27,6,0,DUNLEVY AVE / UNION ST,Strathcona,493051.3104,5458319.536
Mischief,2024,1,29,0,30,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5975,5458993.222
Mischief,2024,10,2,22,48,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5975,5458993.222
Mischief,2024,12,1,20,5,DUNSMUIR ST / HAMILTON ST,Central Business District,491817.3259,5458710.31
Mischief,2024,1,4,17,48,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.884,5458852.298
Mischief,2024,1,5,20,30,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.884,5458852.298
Mischief,2024,4,7,22,44,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.884,5458852.298
Mischief,2024,4,16,20,29,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.8843,5458852.298
Mischief,2024,6,24,23,18,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.8843,5458852.298
Mischief,2024,8,28,7,0,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.8843,5458852.298
Mischief,2024,9,8,3,0,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.8843,5458852.298
Mischief,2024,9,23,21,0,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.8843,5458852.298
Mischief,2024,10,4,8,16,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.8843,5458852.298
Mischief,2024,10,10,23,46,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.8843,5458852.298
Mischief,2024,11,2,2,19,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.8843,5458852.298
Mischief,2024,12,14,23,30,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.8843,5458852.298
Mischief,2024,2,16,0,0,DUNSMUIR VIA / MAIN ST,Central Business District,492733.507,5458285.544
Mischief,2024,11,6,9,44,E 10TH AVE / FRASER ST,Mount Pleasant,493513.3443,5456528.947
Mischief,2024,8,1,0,5,E 10TH AVE / MAIN ST,Mount Pleasant,492651.7021,5456587.806
Mischief,2024,7,13,9,44,E 10TH AVE / QUEBEC ST,Mount Pleasant,492505.8986,5456590.881
Mischief,2024,1,1,21,30,E 10TH AVE / VICTORIA DR,Kensington-Cedar Cottage,495203.1314,5456515.169
Mischief,2024,11,2,14,1,E 11TH AVE / WATSON ST,Mount Pleasant,492695.5364,5456487.316
Mischief,2024,9,14,13,18,E 12TH AVE / KASLO ST,Renfrew-Collingwood,496576.7881,5456256.299
Mischief,2024,6,4,16,47,E 12TH AVE / MAIN ST,Mount Pleasant,492639.7828,5456386.027
Mischief,2024,11,10,20,34,E 12TH AVE / MAIN ST,Mount Pleasant,492639.7835,5456386.025
Mischief,2024,5,22,18,30,E 12TH AVE / ONTARIO ST,Mount Pleasant,492357.8656,5456392.268
Mischief,2024,12,21,20,0,E 12TH AVE / SEMLIN DR,Kensington-Cedar Cottage,495340.5416,5456308.758
Mischief,2024,11,25,19,0,E 12TH AVE / ST CATHERINES ST,Mount Pleasant,493791.9326,5456330.476
Mischief,2024,6,4,16,50,E 14TH AVE / MAIN ST,Mount Pleasant,492641.3353,5456186.172
Mischief,2024,6,12,17,53,E 14TH AVE / MAIN ST,Mount Pleasant,492641.3353,5456186.172
Mischief,2024,8,5,3,18,E 14TH AVE / MAIN ST,Mount Pleasant,492641.3353,5456186.172
Mischief,2024,6,29,14,50,E 15TH AVE / RENFREW ST,Renfrew-Collingwood,496768.2811,5455950.744
Mischief,2024,3,15,15,0,E 17TH AVE / FRASER ST,Riley Park,493457.1804,5455866.683
Mischief,2024,3,30,1,29,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513.2409,5457433.187
Mischief,2024,9,11,1,2,E 1ST AVE / ONTARIO ST,Mount Pleasant,492388.728,5457494.526
Mischief,2024,3,16,4,59,E 1ST AVE / PULLMAN PORTER ST,Mount Pleasant,492455.2901,5457496.646
Mischief,2024,6,14,13,48,E 22ND AVE / MAIN ST,Riley Park,492651.1174,5455359.885
Mischief,2024,6,10,11,47,E 23RD AVE / WINDERMERE ST,Renfrew-Collingwood,497339.461,5455211.779
Mischief,2024,5,11,2,36,E 26TH AVE / FRASER ST,Riley Park,493437.7708,5454986.037
Mischief,2024,6,1,17,56,E 27TH AVE / NANAIMO ST,Kensington-Cedar Cottage,495876.4924,5454835.236
Mischief,2024,2,6,9,50,E 2ND AVE / QUEBEC ST,Mount Pleasant,492527.6434,5457382.686
Mischief,2024,1,1,18,0,E 30TH AVE / GLADSTONE ST,Kensington-Cedar Cottage,495440.3362,5454448.452
Mischief,2024,2,24,5,40,E 33RD AVE / FRASER ST,Riley Park,493421.4364,5454173.559
Mischief,2024,1,24,6,20,E 33RD AVE / MAIN ST,Riley Park,492614.1963,5454196.961
Mischief,2024,11,1,23,0,E 38TH AVE / WALES ST,Renfrew-Collingwood,496235.7558,5453677.588
Mischief,2024,2,7,9,19,E 41ST AVE / FRASER ST,Riley Park,493407.6947,5453341.835
Mischief,2024,10,10,21,19,E 41ST AVE / KNIGHT ST,Sunset,494389.4621,5453321.226
Mischief,2024,4,21,23,6,E 41ST AVE / MAIN ST,Riley Park,492609.3018,5453375.777
Mischief,2024,12,29,11,33,E 41ST AVE / NANAIMO ST,Kensington-Cedar Cottage,495714.3736,5453340.935
Mischief,2024,11,10,16,11,E 45TH AVE / ELLIOTT ST,Victoria-Fraserview,496001.4769,5452956.405
Mischief,2024,11,10,18,21,E 45TH AVE / FRASER ST,Sunset,493401.3185,5452935.305
Mischief,2024,3,27,18,0,E 46TH AVE / KINGS LYNN ST,Killarney,498108.4313,5452813.496
Mischief,2024,12,22,11,31,E 46TH AVE / TYNE ST,Killarney,497662.9171,5452848.342
Mischief,2024,10,2,2,39,E 47TH AVE / VICTORIA DR,Victoria-Fraserview,495219.4084,5452763.96
Mischief,2024,6,5,20,51,E 49TH AVE / LANCASTER ST,Killarney,496897.6464,5452438.666
Mischief,2024,1,31,9,48,E 49TH AVE / ONTARIO ST,Oakridge,492289.3538,5452556.727
Mischief,2024,6,29,8,0,E 4TH AVE / QUEBEC ST,Mount Pleasant,492522.1261,5457181.031
Mischief,2024,4,30,8,45,E 4TH AVE / WOODLAND DR,Grandview-Woodland,494648.4936,5457128.235
Mischief,2024,7,22,16,30,E 51ST AVE / KNIGHT ST,Sunset,494363.8877,5452290.096
Mischief,2024,4,9,19,0,E 51ST AVE / MAIN ST,Sunset,492596.2898,5452333.899
Mischief,2024,3,15,18,30,E 54TH AVE / FRASER ST,Sunset,493381.317,5451988.563
Mischief,2024,11,21,18,0,E 54TH AVE / VIVIAN ST,Killarney,496316.2943,5451934.262
Mischief,2024,8,17,17,0,E 58TH AVE / MAIN ST,Sunset,492577.772,5451651.675
Mischief,2024,10,24,18,5,E 5TH AVE / QUEBEC ST,Mount Pleasant,492519.4823,5457083.004
Mischief,2024,3,15,19,30,E 5TH AVE / WOODLAND DR,Grandview-Woodland,494647.1842,5457031.151
Mischief,2024,2,11,20,55,E 60TH AVE / JASPER CRES,Victoria-Fraserview,494890.2035,5451404.796
Mischief,2024,2,5,4,35,E 6TH AVE / MAIN ST,Mount Pleasant,492657.378,5456975.416
Mischief,2024,6,11,15,0,E 6TH AVE / ST CATHERINES ST,Mount Pleasant,493802.6322,5456940.989
Mischief,2024,6,28,19,33,E 7TH AVE / GLEN DR,Mount Pleasant,494083.2325,5456837.258
Mischief,2024,8,4,0,0,E 8TH AVE / FRASER ST,Mount Pleasant,493517.3947,5456743.179
Mischief,2024,9,10,22,0,E 8TH AVE / PRINCE ALBERT ST,Mount Pleasant,493658.7802,5456741.891
Mischief,2024,9,8,1,0,E 8TH AVE / PRINCE ALBERT ST,Mount Pleasant,493658.7805,5456741.892
Mischief,2024,8,6,23,30,E BROADWAY AV / FRASER ST,Mount Pleasant,493514.798,5456639.149
Mischief,2024,11,15,1,28,E BROADWAY AVE / KINGSWAY AVE,Mount Pleasant,492749.521,5456683.805
Mischief,2024,12,15,10,6,E BROADWAY AVE / KINGSWAY AVE,Mount Pleasant,492749.521,5456683.805
Mischief,2024,10,30,17,59,E BROADWAY AVE / MAIN ST,Mount Pleasant,492648.2569,5456688.497
Mischief,2024,11,23,12,39,E BROADWAY AVE / WINDSOR ST,Mount Pleasant,493937.7106,5456634.13
Mischief,2024,9,3,16,0,E CORDOVA ST / GORE AVE,Strathcona,492902.2752,5458837.771
Mischief,2024,9,15,18,0,E CORDOVA ST / GORE AVE,Strathcona,492902.2752,5458837.771
Mischief,2024,10,4,18,0,E CORDOVA ST / GORE AVE,Strathcona,492902.2752,5458837.771
Mischief,2024,12,20,14,41,E CORDOVA ST / GORE AVE,Strathcona,492902.2756,5458837.771
Mischief,2024,1,3,19,0,E CORDOVA ST / HEATLEY AVE,Strathcona,493491.1801,5458819.811
Mischief,2024,8,26,19,52,E CORDOVA ST / MAIN ST,Strathcona,492754.0167,5458842.056
Mischief,2024,2,8,12,16,E CORDOVA ST / MAIN ST,Strathcona,492754.0167,5458842.056
Mischief,2024,9,28,0,22,E GEORGIA ST / GORE AVE,Strathcona,492939.977,5458424.101
Mischief,2024,5,29,3,0,E GEORGIA ST / HAWKS AVE,Strathcona,493651.5812,5458402.744
Mischief,2024,6,27,23,8,E GEORGIA ST / MAIN ST,Strathcona,492743.2453,5458428.526
Mischief,2024,9,28,0,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2453,5458428.526
Mischief,2024,11,2,2,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2453,5458428.526
Mischief,2024,12,15,0,46,E GEORGIA ST / MAIN ST,Strathcona,492743.2453,5458428.526
Mischief,2024,3,13,21,5,E GEORGIA ST / MAIN ST,Strathcona,492743.2456,5458428.526
Mischief,2024,3,20,19,39,E GEORGIA ST / MAIN ST,Strathcona,492743.2456,5458428.526
Mischief,2024,7,3,21,40,E GEORGIA ST / MAIN ST,Strathcona,492743.2456,5458428.526
Mischief,2024,7,1,22,11,E GEORGIA ST / MCLEAN DR,Grandview-Woodland,494608.9274,5458422.533
Mischief,2024,2,14,19,0,E GEORGIA ST / VICTORIA DR,Grandview-Woodland,495227.7243,5458404.796
Mischief,2024,8,21,16,35,E HASTINGS ST / GORE AVE,Strathcona,492911.3553,5458733.337
Mischief,2024,3,16,20,33,E HASTINGS ST / HEATLEY AVE,Strathcona,493488.3945,5458716.092
Mischief,2024,4,12,8,53,E HASTINGS ST / HEATLEY AVE,Strathcona,493488.395,5458716.092
Mischief,2024,9,28,15,5,E HASTINGS ST / HEATLEY AVE,Strathcona,493488.395,5458716.092
Mischief,2024,10,16,1,40,E HASTINGS ST / HEATLEY AVE,Strathcona,493488.395,5458716.092
Mischief,2024,10,4,13,50,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.383
Mischief,2024,10,20,13,29,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.383
Mischief,2024,7,24,14,58,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.383
Mischief,2024,10,20,10,50,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.383
Mischief,2024,8,2,22,58,E HASTINGS ST / MCLEAN DR,Grandview-Woodland,494609.4772,5458731.132
Mischief,2024,10,6,12,4,E HASTINGS ST / SEMLIN DR,Grandview-Woodland,495371.877,5458717.119
Mischief,2024,11,2,18,43,E HASTINGS ST / TEMPLETON DR,Grandview-Woodland,495653.3692,5458714.999
Mischief,2024,12,18,16,28,E KENT AVE N / ROSS ST,Sunset,493868.2741,5450668.184
Mischief,2024,4,9,11,0,E KENT AVE S / OOLICHAN WAY,Killarney,497627.4216,5450273.305
Mischief,2024,9,3,4,45,E KING EDWARD AVE / FRASER ST,Riley Park,493438.7034,5455102.876
Mischief,2024,7,13,6,0,E KING EDWARD AVE / KNIGHT ST,Kensington-Cedar Cottage,494455.9045,5455085.272
Mischief,2024,6,5,1,57,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Mischief,2024,1,24,22,0,E PENDER ST / MAIN ST,Strathcona,492748.7552,5458629.982
Mischief,2024,2,8,12,25,E PENDER ST / MAIN ST,Strathcona,492748.7552,5458629.982
Mischief,2024,12,24,18,15,EARLES ST / HORLEY ST,Renfrew-Collingwood,496594.8449,5454106.538
Mischief,2024,1,17,19,18,EXPO BLVD / NELSON ST,Central Business District,491563.6977,5458020.678
Mischief,2024,8,25,7,58,EXPO BLVD / QUEBEC ST,Central Business District,492559.1082,5458210.521
Mischief,2024,8,28,22,0,EXPO BLVD / UNION ST,Central Business District,492415.7977,5458339.064
Mischief,2024,1,3,21,0,FIR ST / W 12TH AVE,Fairview,489730.6814,5456462.613
Mischief,2024,1,3,15,0,FIR ST / W 13TH AVE,Fairview,489727.3403,5456352.705
Mischief,2024,5,6,19,0,FIR ST / W BROADWAY AVE,Fairview,489739.4853,5456770.784
Mischief,2024,1,3,12,41,FOLEY ST / GREAT NORTHERN WAY,Strathcona,493703.0382,5457053.663
Mischief,2024,1,22,9,30,FRANCES ST / MCLEAN DR,Grandview-Woodland,494609.1337,5458521.953
Mischief,2024,4,20,23,0,FRANKLIN ST / SEMLIN DR,Grandview-Woodland,495371.7606,5458820.775
Mischief,2024,8,17,11,15,FRANKLIN ST / SLOCAN ST,Hastings-Sunrise,496412.2397,5458813.683
Mischief,2024,3,17,17,0,FRANKLIN ST / TEMPLETON DR,Grandview-Woodland,495653.7548,5458816.32
Mischief,2024,5,24,11,34,FRANKLIN ST / VERNON DR,Strathcona,494245.2445,5458840.515
Mischief,2024,2,24,21,13,FRANKLIN ST / WOODLAND DR,Grandview-Woodland,494717.155,5458831.014
Mischief,2024,1,14,22,30,FRENCH ST / W 64TH AVE,Marpole,489874.4935,5451158.729
Mischief,2024,11,14,11,45,GEORGE ST / VENABLES ST,Strathcona,494182.2707,5458230.232
Mischief,2024,1,4,20,55,GEORGIA VIA / GORE AVE,Strathcona,492953.3493,5458220.044
Mischief,2024,1,4,20,55,GEORGIA VIADUCT / MAIN ST,Central Business District,492732.9975,5458263.929
Mischief,2024,1,19,23,6,GEORGIA VIADUCT / MAIN ST,Central Business District,492732.9975,5458263.929
Mischief,2024,4,1,16,55,GEORGIA VIADUCT / MAIN ST,Central Business District,492732.9975,5458263.929
Mischief,2024,3,2,10,48,GLEN DR / KINGSWAY AVE,Kensington-Cedar Cottage,494047.4436,5455578.681
Mischief,2024,12,13,13,15,GLEN DR / KINGSWAY AVE,Kensington-Cedar Cottage,494047.4439,5455578.682
Mischief,2024,7,4,11,0,GLEN DR / TERMINAL AVE,Strathcona,494077.7928,5457460.865
Mischief,2024,2,12,6,14,GORE AVE / KEEFER ST,Strathcona,492931.2258,5458524.61
Mischief,2024,7,17,1,53,GORE AVE / KEEFER ST,Strathcona,492931.226,5458524.61
Mischief,2024,7,5,8,44,GORE AVE / POWELL ST,Strathcona,492893.5324,5458938.381
Mischief,2024,8,11,20,34,GORE AVE / POWELL ST,Strathcona,492893.5324,5458938.381
Mischief,2024,4,12,16,59,GORE AVE / UNION ST,Strathcona,492947.3789,5458322.44
Mischief,2024,5,31,12,30,GRANDVIEW HWY / KASLO ST,Renfrew-Collingwood,496580.4835,5456159.304
Mischief,2024,10,21,12,34,GRANDVIEW HWY N / MCLEAN DR,Grandview-Woodland,494506.5578,5456991.246
Mischief,2024,11,13,21,2,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.949
Mischief,2024,1,9,8,29,GRANVILLE ST / NELSON ST,Central Business District,491050.9499,5458506.949
Mischief,2024,3,19,12,30,GRANVILLE ST / NELSON ST,Central Business District,491050.9499,5458506.949
Mischief,2024,6,1,2,0,GRANVILLE ST / ROBSON ST,Central Business District,491285.8782,5458741.843
Mischief,2024,12,9,22,3,GRANVILLE ST / SMITHE ST,Central Business District,491170.9319,5458626.041
Mischief,2024,7,24,22,45,GRANVILLE ST / W 15TH AVE,Fairview,489904.619,5456147.912
